siec,nrg_Description,Country_code,Country,Year,Description,Unit,Value
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,2011 ,Oil and petroleum products,GWH,59.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,2010 ,Oil and petroleum products,GWH,1.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,2009 ,Oil and petroleum products,GWH,1.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,2007 ,Oil and petroleum products,GWH,72.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,2006 ,Oil and petroleum products,GWH,93.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,2005 ,Oil and petroleum products,GWH,70.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,2004 ,Oil and petroleum products,GWH,140.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,2003 ,Oil and petroleum products,GWH,107.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,2002 ,Oil and petroleum products,GWH,226.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,2001 ,Oil and petroleum products,GWH,175.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,2000 ,Oil and petroleum products,GWH,184.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,1999 ,Oil and petroleum products,GWH,145.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,1998 ,Oil and petroleum products,GWH,188.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,1997 ,Oil and petroleum products,GWH,200.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,1996 ,Oil and petroleum products,GWH,256.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,1995 ,Oil and petroleum products,GWH,269.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,1994 ,Oil and petroleum products,GWH,170.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,1993 ,Oil and petroleum products,GWH,215.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,1992 ,Oil and petroleum products,GWH,168.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,1991 ,Oil and petroleum products,GWH,300.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AL,Albania,1990 ,Oil and petroleum products,GWH,448.0
RA100,Hydro,AL,Albania,2018 ,Hydro,GWH,8552.152
RA100,Hydro,AL,Albania,2017 ,Hydro,GWH,4524.979
RA100,Hydro,AL,Albania,2016 ,Hydro,GWH,7781.701999999999
RA100,Hydro,AL,Albania,2015 ,Hydro,GWH,5895.0
RA100,Hydro,AL,Albania,2014 ,Hydro,GWH,4724.441
RA100,Hydro,AL,Albania,2013 ,Hydro,GWH,6959.0
RA100,Hydro,AL,Albania,2012 ,Hydro,GWH,4725.0
RA100,Hydro,AL,Albania,2011 ,Hydro,GWH,4132.0
RA100,Hydro,AL,Albania,2010 ,Hydro,GWH,7567.0
RA100,Hydro,AL,Albania,2009 ,Hydro,GWH,5201.0
RA100,Hydro,AL,Albania,2008 ,Hydro,GWH,3797.0
RA100,Hydro,AL,Albania,2007 ,Hydro,GWH,2788.0
RA100,Hydro,AL,Albania,2006 ,Hydro,GWH,5431.0
RA100,Hydro,AL,Albania,2005 ,Hydro,GWH,5373.0
RA100,Hydro,AL,Albania,2004 ,Hydro,GWH,5466.0
RA100,Hydro,AL,Albania,2003 ,Hydro,GWH,4885.0
RA100,Hydro,AL,Albania,2002 ,Hydro,GWH,3512.0
RA100,Hydro,AL,Albania,2001 ,Hydro,GWH,3555.0
RA100,Hydro,AL,Albania,2000 ,Hydro,GWH,4594.0
RA100,Hydro,AL,Albania,1999 ,Hydro,GWH,5284.0
RA100,Hydro,AL,Albania,1998 ,Hydro,GWH,4921.0
RA100,Hydro,AL,Albania,1997 ,Hydro,GWH,5028.0
RA100,Hydro,AL,Albania,1996 ,Hydro,GWH,5726.0
RA100,Hydro,AL,Albania,1995 ,Hydro,GWH,4204.0
RA100,Hydro,AL,Albania,1994 ,Hydro,GWH,3771.0
RA100,Hydro,AL,Albania,1993 ,Hydro,GWH,3314.0
RA100,Hydro,AL,Albania,1992 ,Hydro,GWH,3226.0
RA100,Hydro,AL,Albania,1991 ,Hydro,GWH,3518.0
RA100,Hydro,AL,Albania,1990 ,Hydro,GWH,2848.0
RA420,Solar photovoltaic,AL,Albania,2018 ,Solar,GWH,1.334
RA420,Solar photovoltaic,AL,Albania,2017 ,Solar,GWH,1.2
C0110,Anthracite,AT,Austria,2007 ,Hard coal,GWH,327.17400000000004
C0110,Anthracite,AT,Austria,2006 ,Hard coal,GWH,327.17400000000004
C0129,Other bituminous coal,AT,Austria,2018 ,Hard coal,GWH,1805.283
C0129,Other bituminous coal,AT,Austria,2017 ,Hard coal,GWH,1757.85
C0129,Other bituminous coal,AT,Austria,2016 ,Hard coal,GWH,2042.629
C0129,Other bituminous coal,AT,Austria,2015 ,Hard coal,GWH,2954.26
C0129,Other bituminous coal,AT,Austria,2014 ,Hard coal,GWH,2935.08
C0129,Other bituminous coal,AT,Austria,2013 ,Hard coal,GWH,4211.679
C0129,Other bituminous coal,AT,Austria,2012 ,Hard coal,GWH,4387.839
C0129,Other bituminous coal,AT,Austria,2011 ,Hard coal,GWH,5431.543000000001
C0129,Other bituminous coal,AT,Austria,2010 ,Hard coal,GWH,4918.428
C0129,Other bituminous coal,AT,Austria,2009 ,Hard coal,GWH,3758.512
C0129,Other bituminous coal,AT,Austria,2008 ,Hard coal,GWH,5527.191
C0129,Other bituminous coal,AT,Austria,2007 ,Hard coal,GWH,6273.285
C0129,Other bituminous coal,AT,Austria,2006 ,Hard coal,GWH,6064.642
C0129,Other bituminous coal,AT,Austria,2005 ,Hard coal,GWH,6070.645
C0129,Other bituminous coal,AT,Austria,2004 ,Hard coal,GWH,6906.0
C0129,Other bituminous coal,AT,Austria,2003 ,Hard coal,GWH,6932.0
C0129,Other bituminous coal,AT,Austria,2002 ,Hard coal,GWH,5153.0
C0129,Other bituminous coal,AT,Austria,2001 ,Hard coal,GWH,5299.0
C0129,Other bituminous coal,AT,Austria,2000 ,Hard coal,GWH,4435.0
C0129,Other bituminous coal,AT,Austria,1999 ,Hard coal,GWH,2918.0
C0129,Other bituminous coal,AT,Austria,1998 ,Hard coal,GWH,3306.0
C0129,Other bituminous coal,AT,Austria,1997 ,Hard coal,GWH,4583.0
C0129,Other bituminous coal,AT,Austria,1996 ,Hard coal,GWH,3878.0
C0129,Other bituminous coal,AT,Austria,1995 ,Hard coal,GWH,2817.0
C0129,Other bituminous coal,AT,Austria,1994 ,Hard coal,GWH,2084.0
C0129,Other bituminous coal,AT,Austria,1993 ,Hard coal,GWH,1901.0
C0129,Other bituminous coal,AT,Austria,1992 ,Hard coal,GWH,2839.0
C0129,Other bituminous coal,AT,Austria,1991 ,Hard coal,GWH,4121.0
C0129,Other bituminous coal,AT,Austria,1990 ,Hard coal,GWH,3810.0
C0220,Lignite,AT,Austria,2006 ,Brown coal,GWH,651.053
C0220,Lignite,AT,Austria,2005 ,Brown coal,GWH,1095.576
C0220,Lignite,AT,Austria,2004 ,Brown coal,GWH,999.0
C0220,Lignite,AT,Austria,2003 ,Brown coal,GWH,1511.0
C0220,Lignite,AT,Austria,2002 ,Brown coal,GWH,1460.0
C0220,Lignite,AT,Austria,2001 ,Brown coal,GWH,1594.0
C0220,Lignite,AT,Austria,2000 ,Brown coal,GWH,1292.0
C0220,Lignite,AT,Austria,1999 ,Brown coal,GWH,1496.0
C0220,Lignite,AT,Austria,1998 ,Brown coal,GWH,817.0
C0220,Lignite,AT,Austria,1997 ,Brown coal,GWH,1248.0
C0220,Lignite,AT,Austria,1996 ,Brown coal,GWH,1400.0
C0220,Lignite,AT,Austria,1995 ,Brown coal,GWH,1504.0
C0220,Lignite,AT,Austria,1994 ,Brown coal,GWH,1007.0
C0220,Lignite,AT,Austria,1993 ,Brown coal,GWH,1075.0
C0220,Lignite,AT,Austria,1992 ,Brown coal,GWH,1261.0
C0220,Lignite,AT,Austria,1991 ,Brown coal,GWH,2689.0
C0220,Lignite,AT,Austria,1990 ,Brown coal,GWH,2366.0
G3000,Natural gas,AT,Austria,2018 ,Natural gas,GWH,9917.735
G3000,Natural gas,AT,Austria,2017 ,Natural gas,GWH,10913.953000000001
G3000,Natural gas,AT,Austria,2016 ,Natural gas,GWH,8487.642
G3000,Natural gas,AT,Austria,2015 ,Natural gas,GWH,7663.649
G3000,Natural gas,AT,Austria,2014 ,Natural gas,GWH,5320.706
G3000,Natural gas,AT,Austria,2013 ,Natural gas,GWH,6650.205
G3000,Natural gas,AT,Austria,2012 ,Natural gas,GWH,9712.265
G3000,Natural gas,AT,Austria,2011 ,Natural gas,GWH,12436.517
G3000,Natural gas,AT,Austria,2010 ,Natural gas,GWH,14351.188
G3000,Natural gas,AT,Austria,2009 ,Natural gas,GWH,12342.755
G3000,Natural gas,AT,Austria,2008 ,Natural gas,GWH,11180.954
G3000,Natural gas,AT,Austria,2007 ,Natural gas,GWH,9903.395
G3000,Natural gas,AT,Austria,2006 ,Natural gas,GWH,10668.192
G3000,Natural gas,AT,Austria,2005 ,Natural gas,GWH,13027.736
G3000,Natural gas,AT,Austria,2004 ,Natural gas,GWH,10953.0
G3000,Natural gas,AT,Austria,2003 ,Natural gas,GWH,11164.0
G3000,Natural gas,AT,Austria,2002 ,Natural gas,GWH,9305.0
G3000,Natural gas,AT,Austria,2001 ,Natural gas,GWH,8746.0
G3000,Natural gas,AT,Austria,2000 ,Natural gas,GWH,7851.0
G3000,Natural gas,AT,Austria,1999 ,Natural gas,GWH,9290.0
G3000,Natural gas,AT,Austria,1998 ,Natural gas,GWH,8867.0
G3000,Natural gas,AT,Austria,1997 ,Natural gas,GWH,8466.0
G3000,Natural gas,AT,Austria,1996 ,Natural gas,GWH,9405.0
G3000,Natural gas,AT,Austria,1995 ,Natural gas,GWH,8912.0
G3000,Natural gas,AT,Austria,1994 ,Natural gas,GWH,8643.0
G3000,Natural gas,AT,Austria,1993 ,Natural gas,GWH,6790.0
G3000,Natural gas,AT,Austria,1992 ,Natural gas,GWH,6638.0
G3000,Natural gas,AT,Austria,1991 ,Natural gas,GWH,7467.0
G3000,Natural gas,AT,Austria,1990 ,Natural gas,GWH,7721.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,2018 ,Oil and petroleum products,GWH,716.071
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,2017 ,Oil and petroleum products,GWH,852.5369999999999
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,2016 ,Oil and petroleum products,GWH,1000.013
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,2015 ,Oil and petroleum products,GWH,863.13
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,2014 ,Oil and petroleum products,GWH,665.265
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,2013 ,Oil and petroleum products,GWH,695.461
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,2012 ,Oil and petroleum products,GWH,743.8330000000001
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,2011 ,Oil and petroleum products,GWH,1015.216
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,2010 ,Oil and petroleum products,GWH,1273.76
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,2009 ,Oil and petroleum products,GWH,1136.4769999999999
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,2008 ,Oil and petroleum products,GWH,1245.101
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,2007 ,Oil and petroleum products,GWH,1284.8519999999999
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,2006 ,Oil and petroleum products,GWH,1644.155
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,2005 ,Oil and petroleum products,GWH,1642.257
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,2004 ,Oil and petroleum products,GWH,1820.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,2003 ,Oil and petroleum products,GWH,1861.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,2002 ,Oil and petroleum products,GWH,1448.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,2001 ,Oil and petroleum products,GWH,1818.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,2000 ,Oil and petroleum products,GWH,1702.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,1999 ,Oil and petroleum products,GWH,2657.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,1998 ,Oil and petroleum products,GWH,2785.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,1997 ,Oil and petroleum products,GWH,2391.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,1996 ,Oil and petroleum products,GWH,1929.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,1995 ,Oil and petroleum products,GWH,2117.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,1994 ,Oil and petroleum products,GWH,2605.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,1993 ,Oil and petroleum products,GWH,2731.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,1992 ,Oil and petroleum products,GWH,1989.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,1991 ,Oil and petroleum products,GWH,2230.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),AT,Austria,1990 ,Oil and petroleum products,GWH,1880.0
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,2018 ,Solid biofuels,GWH,3965.583
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,2017 ,Solid biofuels,GWH,3934.744
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,2016 ,Solid biofuels,GWH,3783.52
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,2015 ,Solid biofuels,GWH,3711.788
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,2014 ,Solid biofuels,GWH,3603.28
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,2013 ,Solid biofuels,GWH,3817.8309999999997
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,2012 ,Solid biofuels,GWH,3797.43
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,2011 ,Solid biofuels,GWH,3711.06
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,2010 ,Solid biofuels,GWH,3590.28
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,2009 ,Solid biofuels,GWH,3413.972
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,2008 ,Solid biofuels,GWH,3316.313
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,2007 ,Solid biofuels,GWH,3163.5290000000005
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,2006 ,Solid biofuels,GWH,2544.535
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,2005 ,Solid biofuels,GWH,1927.129
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,2004 ,Solid biofuels,GWH,1699.639
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,2003 ,Solid biofuels,GWH,1521.737
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,2002 ,Solid biofuels,GWH,1440.444
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,2001 ,Solid biofuels,GWH,1567.276
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,2000 ,Solid biofuels,GWH,1435.165
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,1999 ,Solid biofuels,GWH,1515.3970000000002
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,1998 ,Solid biofuels,GWH,1716.649
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,1997 ,Solid biofuels,GWH,1581.451
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,1996 ,Solid biofuels,GWH,1481.0970000000002
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,1995 ,Solid biofuels,GWH,1766.185
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,1994 ,Solid biofuels,GWH,1148.046
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,1993 ,Solid biofuels,GWH,1304.96
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,1992 ,Solid biofuels,GWH,1292.22
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,1991 ,Solid biofuels,GWH,1193.0539999999999
R5110-5150_W6000RI,Primary solid biofuels,AT,Austria,1990 ,Solid biofuels,GWH,1115.819
RA100,Hydro,AT,Austria,2018 ,Hydro,GWH,41215.903
RA100,Hydro,AT,Austria,2017 ,Hydro,GWH,42175.317
RA100,Hydro,AT,Austria,2016 ,Hydro,GWH,43008.49
RA100,Hydro,AT,Austria,2015 ,Hydro,GWH,40591.538
RA100,Hydro,AT,Austria,2014 ,Hydro,GWH,44833.634000000005
RA100,Hydro,AT,Austria,2013 ,Hydro,GWH,45778.247
RA100,Hydro,AT,Austria,2012 ,Hydro,GWH,47741.89599999999
RA100,Hydro,AT,Austria,2011 ,Hydro,GWH,37780.169
RA100,Hydro,AT,Austria,2010 ,Hydro,GWH,41558.422999999995
RA100,Hydro,AT,Austria,2009 ,Hydro,GWH,43668.981
RA100,Hydro,AT,Austria,2008 ,Hydro,GWH,40666.454
RA100,Hydro,AT,Austria,2007 ,Hydro,GWH,39199.814
RA100,Hydro,AT,Austria,2006 ,Hydro,GWH,38056.268
RA100,Hydro,AT,Austria,2005 ,Hydro,GWH,39437.98
RA100,Hydro,AT,Austria,2004 ,Hydro,GWH,38966.142
RA100,Hydro,AT,Austria,2003 ,Hydro,GWH,35292.357
RA100,Hydro,AT,Austria,2002 ,Hydro,GWH,42019.880999999994
RA100,Hydro,AT,Austria,2001 ,Hydro,GWH,41837.406
RA100,Hydro,AT,Austria,2000 ,Hydro,GWH,43218.352
RA100,Hydro,AT,Austria,1999 ,Hydro,GWH,41726.683
RA100,Hydro,AT,Austria,1998 ,Hydro,GWH,38254.343
RA100,Hydro,AT,Austria,1997 ,Hydro,GWH,37124.422999999995
RA100,Hydro,AT,Austria,1996 ,Hydro,GWH,35522.093
RA100,Hydro,AT,Austria,1995 ,Hydro,GWH,38114.462
RA100,Hydro,AT,Austria,1994 ,Hydro,GWH,36728.806000000004
RA100,Hydro,AT,Austria,1993 ,Hydro,GWH,37755.557
RA100,Hydro,AT,Austria,1992 ,Hydro,GWH,36099.4
RA100,Hydro,AT,Austria,1991 ,Hydro,GWH,32745.4
RA100,Hydro,AT,Austria,1990 ,Hydro,GWH,32507.0
RA200,Geothermal,AT,Austria,2018 ,Geothermal,GWH,0.239
RA200,Geothermal,AT,Austria,2017 ,Geothermal,GWH,0.091
RA200,Geothermal,AT,Austria,2016 ,Geothermal,GWH,0.021
RA200,Geothermal,AT,Austria,2015 ,Geothermal,GWH,0.061
RA200,Geothermal,AT,Austria,2014 ,Geothermal,GWH,0.384
RA200,Geothermal,AT,Austria,2013 ,Geothermal,GWH,0.306
RA200,Geothermal,AT,Austria,2012 ,Geothermal,GWH,0.677
RA200,Geothermal,AT,Austria,2011 ,Geothermal,GWH,1.053
RA200,Geothermal,AT,Austria,2010 ,Geothermal,GWH,1.3980000000000001
RA200,Geothermal,AT,Austria,2009 ,Geothermal,GWH,1.511
RA200,Geothermal,AT,Austria,2008 ,Geothermal,GWH,1.6159999999999999
RA200,Geothermal,AT,Austria,2007 ,Geothermal,GWH,2.41
RA200,Geothermal,AT,Austria,2006 ,Geothermal,GWH,3.0610000000000004
RA200,Geothermal,AT,Austria,2005 ,Geothermal,GWH,2.302
RA200,Geothermal,AT,Austria,2004 ,Geothermal,GWH,1.976
RA200,Geothermal,AT,Austria,2003 ,Geothermal,GWH,2.965
RA200,Geothermal,AT,Austria,2002 ,Geothermal,GWH,2.965
RA300,Wind,AT,Austria,2018 ,Wind,GWH,6030.429
RA300,Wind,AT,Austria,2017 ,Wind,GWH,6571.5109999999995
RA300,Wind,AT,Austria,2016 ,Wind,GWH,5234.838
RA300,Wind,AT,Austria,2015 ,Wind,GWH,4840.321
RA300,Wind,AT,Austria,2014 ,Wind,GWH,3845.675
RA300,Wind,AT,Austria,2013 ,Wind,GWH,3152.433
RA300,Wind,AT,Austria,2012 ,Wind,GWH,2462.864
RA300,Wind,AT,Austria,2011 ,Wind,GWH,1936.1960000000001
RA300,Wind,AT,Austria,2010 ,Wind,GWH,2063.9139999999998
RA300,Wind,AT,Austria,2009 ,Wind,GWH,1954.04
RA300,Wind,AT,Austria,2008 ,Wind,GWH,2011.257
RA300,Wind,AT,Austria,2007 ,Wind,GWH,2037.185
RA300,Wind,AT,Austria,2006 ,Wind,GWH,1752.793
RA300,Wind,AT,Austria,2005 ,Wind,GWH,1331.277
RA300,Wind,AT,Austria,2004 ,Wind,GWH,933.628
RA300,Wind,AT,Austria,2003 ,Wind,GWH,372.279
RA300,Wind,AT,Austria,2002 ,Wind,GWH,139.81799999999998
RA300,Wind,AT,Austria,2001 ,Wind,GWH,104.647
RA300,Wind,AT,Austria,2000 ,Wind,GWH,66.75399999999999
RA300,Wind,AT,Austria,1999 ,Wind,GWH,50.556000000000004
RA300,Wind,AT,Austria,1998 ,Wind,GWH,45.448
RA300,Wind,AT,Austria,1997 ,Wind,GWH,20.219
RA300,Wind,AT,Austria,1996 ,Wind,GWH,4.637
RA300,Wind,AT,Austria,1995 ,Wind,GWH,0.7440000000000001
RA300,Wind,AT,Austria,1994 ,Wind,GWH,0.3
RA300,Wind,AT,Austria,1993 ,Wind,GWH,0.002
RA420,Solar photovoltaic,AT,Austria,2018 ,Solar,GWH,1437.641
RA420,Solar photovoltaic,AT,Austria,2017 ,Solar,GWH,1268.971
RA420,Solar photovoltaic,AT,Austria,2016 ,Solar,GWH,1096.016
RA420,Solar photovoltaic,AT,Austria,2015 ,Solar,GWH,937.0980000000001
RA420,Solar photovoltaic,AT,Austria,2014 ,Solar,GWH,785.2460000000001
RA420,Solar photovoltaic,AT,Austria,2013 ,Solar,GWH,625.974
RA420,Solar photovoltaic,AT,Austria,2012 ,Solar,GWH,337.483
RA420,Solar photovoltaic,AT,Austria,2011 ,Solar,GWH,174.07
RA420,Solar photovoltaic,AT,Austria,2010 ,Solar,GWH,88.81299999999999
RA420,Solar photovoltaic,AT,Austria,2009 ,Solar,GWH,48.915
RA420,Solar photovoltaic,AT,Austria,2008 ,Solar,GWH,30.12
RA420,Solar photovoltaic,AT,Austria,2007 ,Solar,GWH,24.238000000000003
RA420,Solar photovoltaic,AT,Austria,2006 ,Solar,GWH,22.386999999999997
RA420,Solar photovoltaic,AT,Austria,2005 ,Solar,GWH,21.018
RA420,Solar photovoltaic,AT,Austria,2004 ,Solar,GWH,18.428
RA420,Solar photovoltaic,AT,Austria,2003 ,Solar,GWH,14.692
RA420,Solar photovoltaic,AT,Austria,2002 ,Solar,GWH,9.029
RA420,Solar photovoltaic,AT,Austria,2001 ,Solar,GWH,5.336
RA420,Solar photovoltaic,AT,Austria,2000 ,Solar,GWH,3.2289999999999996
RA420,Solar photovoltaic,AT,Austria,1999 ,Solar,GWH,2.316
RA420,Solar photovoltaic,AT,Austria,1998 ,Solar,GWH,2.002
RA420,Solar photovoltaic,AT,Austria,1997 ,Solar,GWH,1.889
RA420,Solar photovoltaic,AT,Austria,1996 ,Solar,GWH,1.217
RA420,Solar photovoltaic,AT,Austria,1995 ,Solar,GWH,1.03
RA420,Solar photovoltaic,AT,Austria,1994 ,Solar,GWH,0.794
RA420,Solar photovoltaic,AT,Austria,1993 ,Solar,GWH,0.56
W6210,Renewable municipal waste,AT,Austria,2018 ,Waste,GWH,335.80400000000003
W6210,Renewable municipal waste,AT,Austria,2017 ,Waste,GWH,315.52099999999996
W6210,Renewable municipal waste,AT,Austria,2016 ,Waste,GWH,330.36400000000003
W6210,Renewable municipal waste,AT,Austria,2015 ,Waste,GWH,302.241
W6210,Renewable municipal waste,AT,Austria,2014 ,Waste,GWH,331.019
W6210,Renewable municipal waste,AT,Austria,2013 ,Waste,GWH,255.08900000000003
W6210,Renewable municipal waste,AT,Austria,2012 ,Waste,GWH,239.59799999999998
W6210,Renewable municipal waste,AT,Austria,2011 ,Waste,GWH,211.58
W6210,Renewable municipal waste,AT,Austria,2010 ,Waste,GWH,213.963
W6210,Renewable municipal waste,AT,Austria,2009 ,Waste,GWH,214.075
W6210,Renewable municipal waste,AT,Austria,2008 ,Waste,GWH,203.972
W6210,Renewable municipal waste,AT,Austria,2007 ,Waste,GWH,222.01
W6210,Renewable municipal waste,AT,Austria,2006 ,Waste,GWH,210.903
W6210,Renewable municipal waste,AT,Austria,2005 ,Waste,GWH,140.273
W6210,Renewable municipal waste,AT,Austria,2004 ,Waste,GWH,131.891
W6210,Renewable municipal waste,AT,Austria,2003 ,Waste,GWH,74.991
W6210,Renewable municipal waste,AT,Austria,2002 ,Waste,GWH,31.826
W6210,Renewable municipal waste,AT,Austria,2001 ,Waste,GWH,33.293
W6210,Renewable municipal waste,AT,Austria,2000 ,Waste,GWH,32.115
W6210,Renewable municipal waste,AT,Austria,1999 ,Waste,GWH,30.101
W6210,Renewable municipal waste,AT,Austria,1998 ,Waste,GWH,14.198
W6210,Renewable municipal waste,AT,Austria,1997 ,Waste,GWH,11.770999999999999
W6210,Renewable municipal waste,AT,Austria,1996 ,Waste,GWH,13.245999999999999
W6210,Renewable municipal waste,AT,Austria,1995 ,Waste,GWH,14.82
W6210,Renewable municipal waste,AT,Austria,1994 ,Waste,GWH,14.212
W6210,Renewable municipal waste,AT,Austria,1993 ,Waste,GWH,11.97
W6210,Renewable municipal waste,AT,Austria,1992 ,Waste,GWH,14.022
W6210,Renewable municipal waste,AT,Austria,1991 ,Waste,GWH,12.502
W6210,Renewable municipal waste,AT,Austria,1990 ,Waste,GWH,10.081
C0220,Lignite,BA,Bosnia and Herzegovina,2018 ,Brown coal,GWH,12437.0
C0220,Lignite,BA,Bosnia and Herzegovina,2017 ,Brown coal,GWH,12339.0
C0220,Lignite,BA,Bosnia and Herzegovina,2016 ,Brown coal,GWH,12021.0
C0220,Lignite,BA,Bosnia and Herzegovina,2015 ,Brown coal,GWH,10803.0
C0220,Lignite,BA,Bosnia and Herzegovina,2014 ,Brown coal,GWH,11012.0
G3000,Natural gas,BA,Bosnia and Herzegovina,2018 ,Natural gas,GWH,25.0
G3000,Natural gas,BA,Bosnia and Herzegovina,2017 ,Natural gas,GWH,23.0
G3000,Natural gas,BA,Bosnia and Herzegovina,2016 ,Natural gas,GWH,22.0
G3000,Natural gas,BA,Bosnia and Herzegovina,2015 ,Natural gas,GWH,33.0
G3000,Natural gas,BA,Bosnia and Herzegovina,2014 ,Natural gas,GWH,31.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BA,Bosnia and Herzegovina,2018 ,Oil and petroleum products,GWH,47.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BA,Bosnia and Herzegovina,2017 ,Oil and petroleum products,GWH,62.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BA,Bosnia and Herzegovina,2016 ,Oil and petroleum products,GWH,59.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BA,Bosnia and Herzegovina,2015 ,Oil and petroleum products,GWH,51.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BA,Bosnia and Herzegovina,2014 ,Oil and petroleum products,GWH,45.0
