siec,nrg_Description,Country_code,Country,Year,Description,Unit,Value
N900H,Nuclear heat,HU,Hungary,1990 ,Nuclear,GWH,13731.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,2018 ,Oil and petroleum products,GWH,90.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,2017 ,Oil and petroleum products,GWH,85.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,2016 ,Oil and petroleum products,GWH,63.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,2015 ,Oil and petroleum products,GWH,77.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,2014 ,Oil and petroleum products,GWH,76.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,2013 ,Oil and petroleum products,GWH,78.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,2012 ,Oil and petroleum products,GWH,185.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,2011 ,Oil and petroleum products,GWH,144.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,2010 ,Oil and petroleum products,GWH,490.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,2009 ,Oil and petroleum products,GWH,633.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,2008 ,Oil and petroleum products,GWH,355.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,2007 ,Oil and petroleum products,GWH,535.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,2006 ,Oil and petroleum products,GWH,521.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,2005 ,Oil and petroleum products,GWH,455.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,2004 ,Oil and petroleum products,GWH,773.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,2003 ,Oil and petroleum products,GWH,1626.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,2002 ,Oil and petroleum products,GWH,2137.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,2001 ,Oil and petroleum products,GWH,4192.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,2000 ,Oil and petroleum products,GWH,4404.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,1999 ,Oil and petroleum products,GWH,5309.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,1998 ,Oil and petroleum products,GWH,5963.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,1997 ,Oil and petroleum products,GWH,5861.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,1996 ,Oil and petroleum products,GWH,4512.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,1995 ,Oil and petroleum products,GWH,5284.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,1994 ,Oil and petroleum products,GWH,5523.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,1993 ,Oil and petroleum products,GWH,5622.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,1992 ,Oil and petroleum products,GWH,3992.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,1991 ,Oil and petroleum products,GWH,2827.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),HU,Hungary,1990 ,Oil and petroleum products,GWH,1351.0
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,2018 ,Solid biofuels,GWH,1799.0
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,2017 ,Solid biofuels,GWH,1646.0
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,2016 ,Solid biofuels,GWH,1492.78
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,2015 ,Solid biofuels,GWH,1660.955
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,2014 ,Solid biofuels,GWH,1702.0279999999998
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,2013 ,Solid biofuels,GWH,1429.245
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,2012 ,Solid biofuels,GWH,1333.0
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,2011 ,Solid biofuels,GWH,1526.942
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,2010 ,Solid biofuels,GWH,2034.279
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,2009 ,Solid biofuels,GWH,2125.906
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,2008 ,Solid biofuels,GWH,1760.7
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,2007 ,Solid biofuels,GWH,1374.021
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,2006 ,Solid biofuels,GWH,1134.125
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,2005 ,Solid biofuels,GWH,1573.86
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,2004 ,Solid biofuels,GWH,677.893
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,2003 ,Solid biofuels,GWH,108.68299999999999
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,2002 ,Solid biofuels,GWH,5.972
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,2001 ,Solid biofuels,GWH,7.229
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,2000 ,Solid biofuels,GWH,9.777999999999999
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,1999 ,Solid biofuels,GWH,8.621
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,1998 ,Solid biofuels,GWH,7.153
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,1997 ,Solid biofuels,GWH,9.937000000000001
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,1996 ,Solid biofuels,GWH,7.942
R5110-5150_W6000RI,Primary solid biofuels,HU,Hungary,1995 ,Solid biofuels,GWH,8.385
RA100,Hydro,HU,Hungary,2018 ,Hydro,GWH,222.0
RA100,Hydro,HU,Hungary,2017 ,Hydro,GWH,220.0
RA100,Hydro,HU,Hungary,2016 ,Hydro,GWH,259.315
RA100,Hydro,HU,Hungary,2015 ,Hydro,GWH,233.71099999999998
RA100,Hydro,HU,Hungary,2014 ,Hydro,GWH,301.47700000000003
RA100,Hydro,HU,Hungary,2013 ,Hydro,GWH,213.125
RA100,Hydro,HU,Hungary,2012 ,Hydro,GWH,212.93900000000002
RA100,Hydro,HU,Hungary,2011 ,Hydro,GWH,222.03
RA100,Hydro,HU,Hungary,2010 ,Hydro,GWH,188.38400000000001
RA100,Hydro,HU,Hungary,2009 ,Hydro,GWH,228.285
RA100,Hydro,HU,Hungary,2008 ,Hydro,GWH,212.951
RA100,Hydro,HU,Hungary,2007 ,Hydro,GWH,209.993
RA100,Hydro,HU,Hungary,2006 ,Hydro,GWH,185.74599999999998
RA100,Hydro,HU,Hungary,2005 ,Hydro,GWH,202.153
RA100,Hydro,HU,Hungary,2004 ,Hydro,GWH,204.68
RA100,Hydro,HU,Hungary,2003 ,Hydro,GWH,171.0
RA100,Hydro,HU,Hungary,2002 ,Hydro,GWH,194.0
RA100,Hydro,HU,Hungary,2001 ,Hydro,GWH,186.0
RA100,Hydro,HU,Hungary,2000 ,Hydro,GWH,178.0
RA100,Hydro,HU,Hungary,1999 ,Hydro,GWH,181.0
RA100,Hydro,HU,Hungary,1998 ,Hydro,GWH,155.0
RA100,Hydro,HU,Hungary,1997 ,Hydro,GWH,216.0
RA100,Hydro,HU,Hungary,1996 ,Hydro,GWH,207.0
RA100,Hydro,HU,Hungary,1995 ,Hydro,GWH,163.0
RA100,Hydro,HU,Hungary,1994 ,Hydro,GWH,161.0
RA100,Hydro,HU,Hungary,1993 ,Hydro,GWH,166.0
RA100,Hydro,HU,Hungary,1992 ,Hydro,GWH,158.0
RA100,Hydro,HU,Hungary,1991 ,Hydro,GWH,194.0
RA100,Hydro,HU,Hungary,1990 ,Hydro,GWH,178.0
RA200,Geothermal,HU,Hungary,2018 ,Geothermal,GWH,12.0
RA200,Geothermal,HU,Hungary,2017 ,Geothermal,GWH,1.0
RA300,Wind,HU,Hungary,2018 ,Wind,GWH,607.0
RA300,Wind,HU,Hungary,2017 ,Wind,GWH,758.0
RA300,Wind,HU,Hungary,2016 ,Wind,GWH,683.692
RA300,Wind,HU,Hungary,2015 ,Wind,GWH,693.323
RA300,Wind,HU,Hungary,2014 ,Wind,GWH,656.54
RA300,Wind,HU,Hungary,2013 ,Wind,GWH,717.51
RA300,Wind,HU,Hungary,2012 ,Wind,GWH,769.992
RA300,Wind,HU,Hungary,2011 ,Wind,GWH,625.693
RA300,Wind,HU,Hungary,2010 ,Wind,GWH,533.7919999999999
RA300,Wind,HU,Hungary,2009 ,Wind,GWH,330.93
RA300,Wind,HU,Hungary,2008 ,Wind,GWH,204.828
RA300,Wind,HU,Hungary,2007 ,Wind,GWH,110.0
RA300,Wind,HU,Hungary,2006 ,Wind,GWH,43.364
RA300,Wind,HU,Hungary,2005 ,Wind,GWH,10.095
RA300,Wind,HU,Hungary,2004 ,Wind,GWH,5.55
RA300,Wind,HU,Hungary,2003 ,Wind,GWH,4.0
RA300,Wind,HU,Hungary,2002 ,Wind,GWH,1.0
RA300,Wind,HU,Hungary,2001 ,Wind,GWH,1.0
RA420,Solar photovoltaic,HU,Hungary,2018 ,Solar,GWH,620.0
RA420,Solar photovoltaic,HU,Hungary,2017 ,Solar,GWH,349.0
RA420,Solar photovoltaic,HU,Hungary,2016 ,Solar,GWH,244.0
RA420,Solar photovoltaic,HU,Hungary,2015 ,Solar,GWH,141.0
RA420,Solar photovoltaic,HU,Hungary,2014 ,Solar,GWH,67.0
RA420,Solar photovoltaic,HU,Hungary,2013 ,Solar,GWH,24.62
RA420,Solar photovoltaic,HU,Hungary,2012 ,Solar,GWH,7.9079999999999995
RA420,Solar photovoltaic,HU,Hungary,2011 ,Solar,GWH,1.444
RA420,Solar photovoltaic,HU,Hungary,2010 ,Solar,GWH,0.85
RA420,Solar photovoltaic,HU,Hungary,2009 ,Solar,GWH,0.65
RA420,Solar photovoltaic,HU,Hungary,2008 ,Solar,GWH,0.55
RA420,Solar photovoltaic,HU,Hungary,2007 ,Solar,GWH,0.3
W6210,Renewable municipal waste,HU,Hungary,2018 ,Waste,GWH,162.0
W6210,Renewable municipal waste,HU,Hungary,2017 ,Waste,GWH,160.0
W6210,Renewable municipal waste,HU,Hungary,2016 ,Waste,GWH,245.05900000000003
W6210,Renewable municipal waste,HU,Hungary,2015 ,Waste,GWH,207.287
W6210,Renewable municipal waste,HU,Hungary,2014 ,Waste,GWH,136.657
W6210,Renewable municipal waste,HU,Hungary,2013 ,Waste,GWH,135.632
W6210,Renewable municipal waste,HU,Hungary,2012 ,Waste,GWH,111.28399999999999
W6210,Renewable municipal waste,HU,Hungary,2011 ,Waste,GWH,119.083
W6210,Renewable municipal waste,HU,Hungary,2010 ,Waste,GWH,144.86
W6210,Renewable municipal waste,HU,Hungary,2009 ,Waste,GWH,113.16
W6210,Renewable municipal waste,HU,Hungary,2008 ,Waste,GWH,109.676
W6210,Renewable municipal waste,HU,Hungary,2007 ,Waste,GWH,140.872
W6210,Renewable municipal waste,HU,Hungary,2006 ,Waste,GWH,93.62200000000001
W6210,Renewable municipal waste,HU,Hungary,2005 ,Waste,GWH,58.942
W6210,Renewable municipal waste,HU,Hungary,2004 ,Waste,GWH,25.783
W6210,Renewable municipal waste,HU,Hungary,2003 ,Waste,GWH,34.0
W6210,Renewable municipal waste,HU,Hungary,2002 ,Waste,GWH,30.0
W6210,Renewable municipal waste,HU,Hungary,2001 ,Waste,GWH,56.0
W6210,Renewable municipal waste,HU,Hungary,2000 ,Waste,GWH,55.0
W6210,Renewable municipal waste,HU,Hungary,1999 ,Waste,GWH,56.0
W6210,Renewable municipal waste,HU,Hungary,1998 ,Waste,GWH,53.0
W6210,Renewable municipal waste,HU,Hungary,1997 ,Waste,GWH,43.0
W6210,Renewable municipal waste,HU,Hungary,1996 ,Waste,GWH,42.0
W6210,Renewable municipal waste,HU,Hungary,1995 ,Waste,GWH,48.0
W6210,Renewable municipal waste,HU,Hungary,1994 ,Waste,GWH,45.0
W6210,Renewable municipal waste,HU,Hungary,1993 ,Waste,GWH,39.0
W6210,Renewable municipal waste,HU,Hungary,1992 ,Waste,GWH,46.0
W6210,Renewable municipal waste,HU,Hungary,1991 ,Waste,GWH,24.0
W6210,Renewable municipal waste,HU,Hungary,1990 ,Waste,GWH,17.0
C0129,Other bituminous coal,IE,Ireland,2018 ,Hard coal,GWH,2151.674
C0129,Other bituminous coal,IE,Ireland,2017 ,Hard coal,GWH,3644.562
C0129,Other bituminous coal,IE,Ireland,2016 ,Hard coal,GWH,4695.656
C0129,Other bituminous coal,IE,Ireland,2015 ,Hard coal,GWH,4874.434
C0129,Other bituminous coal,IE,Ireland,2014 ,Hard coal,GWH,3956.748
C0129,Other bituminous coal,IE,Ireland,2013 ,Hard coal,GWH,4282.5509999999995
C0129,Other bituminous coal,IE,Ireland,2012 ,Hard coal,GWH,5024.359
C0129,Other bituminous coal,IE,Ireland,2011 ,Hard coal,GWH,3944.772
C0129,Other bituminous coal,IE,Ireland,2010 ,Hard coal,GWH,3554.716
C0129,Other bituminous coal,IE,Ireland,2009 ,Hard coal,GWH,4004.3140000000003
C0129,Other bituminous coal,IE,Ireland,2008 ,Hard coal,GWH,5141.863
C0129,Other bituminous coal,IE,Ireland,2007 ,Hard coal,GWH,5499.0
C0129,Other bituminous coal,IE,Ireland,2006 ,Hard coal,GWH,5884.0
C0129,Other bituminous coal,IE,Ireland,2005 ,Hard coal,GWH,6389.0
C0129,Other bituminous coal,IE,Ireland,2004 ,Hard coal,GWH,6229.0
C0129,Other bituminous coal,IE,Ireland,2003 ,Hard coal,GWH,6203.0
C0129,Other bituminous coal,IE,Ireland,2002 ,Hard coal,GWH,6821.0
C0129,Other bituminous coal,IE,Ireland,2001 ,Hard coal,GWH,7062.0
C0129,Other bituminous coal,IE,Ireland,2000 ,Hard coal,GWH,6817.0
C0129,Other bituminous coal,IE,Ireland,1999 ,Hard coal,GWH,5832.0
C0129,Other bituminous coal,IE,Ireland,1998 ,Hard coal,GWH,6740.0
C0129,Other bituminous coal,IE,Ireland,1997 ,Hard coal,GWH,6787.0
C0129,Other bituminous coal,IE,Ireland,1996 ,Hard coal,GWH,6992.0
C0129,Other bituminous coal,IE,Ireland,1995 ,Hard coal,GWH,7018.0
C0129,Other bituminous coal,IE,Ireland,1994 ,Hard coal,GWH,6684.0
C0129,Other bituminous coal,IE,Ireland,1993 ,Hard coal,GWH,6618.0
C0129,Other bituminous coal,IE,Ireland,1992 ,Hard coal,GWH,6658.0
C0129,Other bituminous coal,IE,Ireland,1991 ,Hard coal,GWH,5853.0
C0129,Other bituminous coal,IE,Ireland,1990 ,Hard coal,GWH,5918.0
G3000,Natural gas,IE,Ireland,2018 ,Natural gas,GWH,16013.964
G3000,Natural gas,IE,Ireland,2017 ,Natural gas,GWH,15679.856000000002
G3000,Natural gas,IE,Ireland,2016 ,Natural gas,GWH,15328.403
G3000,Natural gas,IE,Ireland,2015 ,Natural gas,GWH,12367.491000000002
G3000,Natural gas,IE,Ireland,2014 ,Natural gas,GWH,12635.046999999999
G3000,Natural gas,IE,Ireland,2013 ,Natural gas,GWH,13129.751
G3000,Natural gas,IE,Ireland,2012 ,Natural gas,GWH,14139.29
G3000,Natural gas,IE,Ireland,2011 ,Natural gas,GWH,15432.198
G3000,Natural gas,IE,Ireland,2010 ,Natural gas,GWH,18110.754
G3000,Natural gas,IE,Ireland,2009 ,Natural gas,GWH,16298.118999999999
G3000,Natural gas,IE,Ireland,2008 ,Natural gas,GWH,16716.118000000002
G3000,Natural gas,IE,Ireland,2007 ,Natural gas,GWH,15463.042
G3000,Natural gas,IE,Ireland,2006 ,Natural gas,GWH,13785.0
G3000,Natural gas,IE,Ireland,2005 ,Natural gas,GWH,11574.0
G3000,Natural gas,IE,Ireland,2004 ,Natural gas,GWH,12894.0
G3000,Natural gas,IE,Ireland,2003 ,Natural gas,GWH,13038.0
G3000,Natural gas,IE,Ireland,2002 ,Natural gas,GWH,10829.0
G3000,Natural gas,IE,Ireland,2001 ,Natural gas,GWH,9147.0
G3000,Natural gas,IE,Ireland,2000 ,Natural gas,GWH,9263.0
G3000,Natural gas,IE,Ireland,1999 ,Natural gas,GWH,6958.0
G3000,Natural gas,IE,Ireland,1998 ,Natural gas,GWH,6425.0
G3000,Natural gas,IE,Ireland,1997 ,Natural gas,GWH,6569.0
G3000,Natural gas,IE,Ireland,1996 ,Natural gas,GWH,6291.0
G3000,Natural gas,IE,Ireland,1995 ,Natural gas,GWH,5160.0
G3000,Natural gas,IE,Ireland,1994 ,Natural gas,GWH,4456.0
G3000,Natural gas,IE,Ireland,1993 ,Natural gas,GWH,4535.0
G3000,Natural gas,IE,Ireland,1992 ,Natural gas,GWH,3648.0
G3000,Natural gas,IE,Ireland,1991 ,Natural gas,GWH,3752.0
G3000,Natural gas,IE,Ireland,1990 ,Natural gas,GWH,3941.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,2018 ,Oil and petroleum products,GWH,139.428
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,2017 ,Oil and petroleum products,GWH,141.871
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,2016 ,Oil and petroleum products,GWH,292.822
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,2015 ,Oil and petroleum products,GWH,406.833
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,2014 ,Oil and petroleum products,GWH,258.377
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,2013 ,Oil and petroleum products,GWH,188.83599999999998
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,2012 ,Oil and petroleum products,GWH,235.81099999999998
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,2011 ,Oil and petroleum products,GWH,233.685
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,2010 ,Oil and petroleum products,GWH,603.19
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,2009 ,Oil and petroleum products,GWH,917.8430000000001
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,2008 ,Oil and petroleum products,GWH,1708.057
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,2007 ,Oil and petroleum products,GWH,1919.517
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,2006 ,Oil and petroleum products,GWH,2834.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,2005 ,Oil and petroleum products,GWH,3340.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,2004 ,Oil and petroleum products,GWH,3211.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,2003 ,Oil and petroleum products,GWH,2454.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,2002 ,Oil and petroleum products,GWH,3729.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,2001 ,Oil and petroleum products,GWH,5203.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,2000 ,Oil and petroleum products,GWH,4638.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,1999 ,Oil and petroleum products,GWH,6169.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,1998 ,Oil and petroleum products,GWH,4849.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,1997 ,Oil and petroleum products,GWH,3465.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,1996 ,Oil and petroleum products,GWH,2687.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,1995 ,Oil and petroleum products,GWH,2680.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,1994 ,Oil and petroleum products,GWH,2836.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,1993 ,Oil and petroleum products,GWH,2341.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,1992 ,Oil and petroleum products,GWH,2472.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,1991 ,Oil and petroleum products,GWH,2432.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IE,Ireland,1990 ,Oil and petroleum products,GWH,1428.0
R5110-5150_W6000RI,Primary solid biofuels,IE,Ireland,2018 ,Solid biofuels,GWH,329.81
R5110-5150_W6000RI,Primary solid biofuels,IE,Ireland,2017 ,Solid biofuels,GWH,381.409
R5110-5150_W6000RI,Primary solid biofuels,IE,Ireland,2016 ,Solid biofuels,GWH,395.477
R5110-5150_W6000RI,Primary solid biofuels,IE,Ireland,2015 ,Solid biofuels,GWH,196.71200000000002
R5110-5150_W6000RI,Primary solid biofuels,IE,Ireland,2014 ,Solid biofuels,GWH,264.91200000000003
R5110-5150_W6000RI,Primary solid biofuels,IE,Ireland,2013 ,Solid biofuels,GWH,226.93900000000002
R5110-5150_W6000RI,Primary solid biofuels,IE,Ireland,2012 ,Solid biofuels,GWH,179.011
R5110-5150_W6000RI,Primary solid biofuels,IE,Ireland,2011 ,Solid biofuels,GWH,136.282
R5110-5150_W6000RI,Primary solid biofuels,IE,Ireland,2010 ,Solid biofuels,GWH,109.71700000000001
R5110-5150_W6000RI,Primary solid biofuels,IE,Ireland,2009 ,Solid biofuels,GWH,65.223
R5110-5150_W6000RI,Primary solid biofuels,IE,Ireland,2008 ,Solid biofuels,GWH,33.07
R5110-5150_W6000RI,Primary solid biofuels,IE,Ireland,2007 ,Solid biofuels,GWH,13.825
R5110-5150_W6000RI,Primary solid biofuels,IE,Ireland,2006 ,Solid biofuels,GWH,7.892
R5110-5150_W6000RI,Primary solid biofuels,IE,Ireland,2005 ,Solid biofuels,GWH,7.892
R5110-5150_W6000RI,Primary solid biofuels,IE,Ireland,2004 ,Solid biofuels,GWH,8.0
RA100,Hydro,IE,Ireland,2018 ,Hydro,GWH,931.659
RA100,Hydro,IE,Ireland,2017 ,Hydro,GWH,895.066
RA100,Hydro,IE,Ireland,2016 ,Hydro,GWH,972.97
RA100,Hydro,IE,Ireland,2015 ,Hydro,GWH,1094.598
RA100,Hydro,IE,Ireland,2014 ,Hydro,GWH,987.7310000000001
RA100,Hydro,IE,Ireland,2013 ,Hydro,GWH,944.225
RA100,Hydro,IE,Ireland,2012 ,Hydro,GWH,1014.1210000000001
RA100,Hydro,IE,Ireland,2011 ,Hydro,GWH,706.688
RA100,Hydro,IE,Ireland,2010 ,Hydro,GWH,776.0930000000001
RA100,Hydro,IE,Ireland,2009 ,Hydro,GWH,1257.003
RA100,Hydro,IE,Ireland,2008 ,Hydro,GWH,1299.5910000000001
RA100,Hydro,IE,Ireland,2007 ,Hydro,GWH,1015.8789999999999
RA100,Hydro,IE,Ireland,2006 ,Hydro,GWH,1088.096
RA100,Hydro,IE,Ireland,2005 ,Hydro,GWH,975.17
RA100,Hydro,IE,Ireland,2004 ,Hydro,GWH,984.0
RA100,Hydro,IE,Ireland,2003 ,Hydro,GWH,956.0
RA100,Hydro,IE,Ireland,2002 ,Hydro,GWH,1264.0
RA100,Hydro,IE,Ireland,2001 ,Hydro,GWH,920.0
RA100,Hydro,IE,Ireland,2000 ,Hydro,GWH,1151.0
RA100,Hydro,IE,Ireland,1999 ,Hydro,GWH,1091.0
RA100,Hydro,IE,Ireland,1998 ,Hydro,GWH,1189.0
RA100,Hydro,IE,Ireland,1997 ,Hydro,GWH,942.0
RA100,Hydro,IE,Ireland,1996 ,Hydro,GWH,982.0
RA100,Hydro,IE,Ireland,1995 ,Hydro,GWH,968.0
RA100,Hydro,IE,Ireland,1994 ,Hydro,GWH,1198.0
RA100,Hydro,IE,Ireland,1993 ,Hydro,GWH,1012.0
RA100,Hydro,IE,Ireland,1992 ,Hydro,GWH,1050.0
RA100,Hydro,IE,Ireland,1991 ,Hydro,GWH,964.0
RA100,Hydro,IE,Ireland,1990 ,Hydro,GWH,983.0
RA300,Wind,IE,Ireland,2018 ,Wind,GWH,8639.767
RA300,Wind,IE,Ireland,2017 ,Wind,GWH,7444.036999999999
RA300,Wind,IE,Ireland,2016 ,Wind,GWH,6147.043000000001
RA300,Wind,IE,Ireland,2015 ,Wind,GWH,6572.9980000000005
RA300,Wind,IE,Ireland,2014 ,Wind,GWH,5140.061
RA300,Wind,IE,Ireland,2013 ,Wind,GWH,4541.514
RA300,Wind,IE,Ireland,2012 ,Wind,GWH,4010.478
RA300,Wind,IE,Ireland,2011 ,Wind,GWH,4380.315
RA300,Wind,IE,Ireland,2010 ,Wind,GWH,2814.659
RA300,Wind,IE,Ireland,2009 ,Wind,GWH,2955.217
RA300,Wind,IE,Ireland,2008 ,Wind,GWH,2410.013
RA300,Wind,IE,Ireland,2007 ,Wind,GWH,1958.371
RA300,Wind,IE,Ireland,2006 ,Wind,GWH,1622.0410000000002
RA300,Wind,IE,Ireland,2005 ,Wind,GWH,1111.91
RA300,Wind,IE,Ireland,2004 ,Wind,GWH,655.0
RA300,Wind,IE,Ireland,2003 ,Wind,GWH,454.0
RA300,Wind,IE,Ireland,2002 ,Wind,GWH,388.0
RA300,Wind,IE,Ireland,2001 ,Wind,GWH,334.0
RA300,Wind,IE,Ireland,2000 ,Wind,GWH,244.0
RA300,Wind,IE,Ireland,1999 ,Wind,GWH,187.0
RA300,Wind,IE,Ireland,1998 ,Wind,GWH,169.0
RA300,Wind,IE,Ireland,1997 ,Wind,GWH,50.0
RA300,Wind,IE,Ireland,1996 ,Wind,GWH,14.0
RA300,Wind,IE,Ireland,1995 ,Wind,GWH,16.0
RA300,Wind,IE,Ireland,1994 ,Wind,GWH,19.0
RA300,Wind,IE,Ireland,1993 ,Wind,GWH,15.0
RA300,Wind,IE,Ireland,1992 ,Wind,GWH,5.0
RA420,Solar photovoltaic,IE,Ireland,2018 ,Solar,GWH,16.656
RA420,Solar photovoltaic,IE,Ireland,2017 ,Solar,GWH,10.800999999999998
RA420,Solar photovoltaic,IE,Ireland,2016 ,Solar,GWH,6.16
RA420,Solar photovoltaic,IE,Ireland,2015 ,Solar,GWH,3.408
RA420,Solar photovoltaic,IE,Ireland,2014 ,Solar,GWH,2.457
RA420,Solar photovoltaic,IE,Ireland,2013 ,Solar,GWH,0.6990000000000001
RA420,Solar photovoltaic,IE,Ireland,2012 ,Solar,GWH,0.6459999999999999
RA420,Solar photovoltaic,IE,Ireland,2011 ,Solar,GWH,0.542
RA420,Solar photovoltaic,IE,Ireland,2010 ,Solar,GWH,0.47600000000000003
RA420,Solar photovoltaic,IE,Ireland,2009 ,Solar,GWH,0.424
W6210,Renewable municipal waste,IE,Ireland,2018 ,Waste,GWH,330.156
W6210,Renewable municipal waste,IE,Ireland,2017 ,Waste,GWH,150.745
W6210,Renewable municipal waste,IE,Ireland,2016 ,Waste,GWH,75.77199999999999
W6210,Renewable municipal waste,IE,Ireland,2015 ,Waste,GWH,77.084
W6210,Renewable municipal waste,IE,Ireland,2014 ,Waste,GWH,72.434
W6210,Renewable municipal waste,IE,Ireland,2013 ,Waste,GWH,74.381
W6210,Renewable municipal waste,IE,Ireland,2012 ,Waste,GWH,66.685
O4000XBIO,Oil and petroleum products (excluding biofuel portion),IS,Iceland,2018 ,Oil and petroleum products,GWH,1.875
